id,activity_new,channel_sales,cons_12m,cons_gas_12m,cons_last_month,no_consumption,churn,days_active,days_since_last_modification,forecast_base_bill_ele,forecast_base_bill_year,forecast_bill_12m,forecast_cons,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_energy_p2,forecast_price_pow_p1,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max
8168c1f61e311b6db23d8d1b505f5c49,,usilxuppasemubllopkaafesmlibmsdf,3272,0,546,0,0,1461,1096,,,,,790.82,546,0,17.38,0.236794,0,44.31137796,0,130.65,-1.2,-1.2,1,344.34,3,kamkkxfxxuwbdslkwifmmcsiusiuosws,11
816ddf9b21a645be0945993d56cfa8ae,,foosdfpfkusacimwkcsosbicdxkicaua,35870,0,0,1,0,1971,38,0,0,6012.77,0,4729.44,0,28,55.31,0.145633,0.125362,41.2718682,0,0,72.72,72.72,1,388.55,4,lxidpiddsbxsbosboudacockeimpuepw,20.785
8172949eb7c52712f9e6b2808a0c7d39,sfisfxfcocfpcmckuekokxuseixdaoeu,foosdfpfkusacimwkcsosbicdxkicaua,4528,0,0,1,0,2557,53,,,,,680.62,0,0,16.17,0.142649,0,44.31137796,0,0,33.12,33.12,1,71.97,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2
81774a560a527c1c3db70c1fe3da16a3,sxublbwoeuckkocekklxkllcdxxaisop,ewpakwlliwisiwduibdlfmalxowmwpci,7402,0,0,1,0,1478,366,,,,,1102.35,0,0,15.94,0.144902,0,44.31137796,0,0,12.36,12.36,1,101.71,4,ldkssxwpmemidmecebumciepifcamkci,10.392
81849ce215b6b3fa18e6b5194512cbcd,kkpddsilciodwwwffucmkflilcpfaumo,,31425,24598,2877,0,0,2557,2192,,,,,1163.54,1167,0,132.14,0.115174,0.098837,40.606701,1,116.58,20.28,20.28,2,128.07,6,ldkssxwpmemidmecebumciepifcamkci,23.1
818b8bca0a9d7668252d46b978169325,fmwdwsxillemwbbwelxsampiuwwpcdcb,foosdfpfkusacimwkcsosbicdxkicaua,95505,0,7534,0,0,1458,366,,,,,12584.52,7534,24,131.03,0.15441,0.130525,41.1052014,0,977.4,87.48,87.48,1,4346.37,4,lxidpiddsbxsbosboudacockeimpuepw,25
818cf5a250067c04a87ff1d068d15c46,,foosdfpfkusacimwkcsosbicdxkicaua,74,2061,2,0,0,1629,67,,,,,10.52,2,30,16.32,0.211178,0.107068,45.80687796,1,0.32,48.6,48.6,2,4.63,3,lxidpiddsbxsbosboudacockeimpuepw,13.856
818d3153a9d71c3ab921816871f785e0,bkwukbmxeuobswdbbxdblsbfmfcasamo,,23628,8299,1549,0,0,2238,-1,,,,,2347.53,1549,0,129.6,0.115172,0.098283,40.606701,1,147.21,27.09,27.09,3,256.47,6,lxidpiddsbxsbosboudacockeimpuepw,20
819711f45422bbcc46fa27e17e7b09a6,,foosdfpfkusacimwkcsosbicdxkicaua,7176,0,2848,0,0,2606,47,,,,,930.06,2848,25,16.19,0.210689,0.107422,45.80687796,0,345.64,19.08,19.08,1,40.88,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392
8198633109cb1f7c3c1788ae02d7bfad,apdekpcbwosbxepsfxclislboipuxpop,ewpakwlliwisiwduibdlfmalxowmwpci,2088744,269961,218581,0,0,1461,1102,,,,,1937.29,2117,0,131.39,0.115174,0.098837,40.606701,1,210.39,19.96,19.96,2,204.14,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,21.8
81994602d1b130f7fb52435ff53d00f1,fmwdwsxillemwbbwelxsampiuwwpcdcb,foosdfpfkusacimwkcsosbicdxkicaua,193261,33412,18457,0,0,2192,639,2057.72,2057.72,22021.99,1730.4,18554.55,18457,0,144.01,0.110083,0.093746,40.606701,1,1730.4,-6.18,-6.18,2,1244.03,5,lxidpiddsbxsbosboudacockeimpuepw,49.5
81997b59241f5ae75158910e63b5829c,plflscsfepabwxekcdlecbilsbxakwsd,lmkebamcaaclubfxadlmueccxoimlema,512260,0,0,1,0,4018,34,,,,,2419.46,0,0,132.03,0.114025,0.097683,40.606701,0,0,12.12,12.12,1,286.31,11,ldkssxwpmemidmecebumciepifcamkci,15.7
819a972ec2b2c9e1746b7c67682bedf2,,lmkebamcaaclubfxadlmueccxoimlema,42898,0,1286,0,1,1096,369,,,,,85.27,0,0,16.21,0.144902,0,44.31137796,0,0,22.52,22.52,2,9.64,3,ldkssxwpmemidmecebumciepifcamkci,13.856
819bf1b53a07cf7fc51cb4ababdda8a7,dwamuluiuaiowuxmesuuilkbobidcmfo,foosdfpfkusacimwkcsosbicdxkicaua,5352,0,0,1,0,2192,51,,,,,798.3,0,0,16.4,0.143573,0,44.31137796,0,0,26.04,26.04,1,76.17,5,lxidpiddsbxsbosboudacockeimpuepw,10.392
819f35e22114e9e05b7e8364ab6bcf84,apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,794891,0,97614,0,0,1827,1462,,,,,821.92,282,0,132.17,0.115237,0.100123,40.9390266,0,26.63,28.05,28.05,1,119.24,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,26.4
81a197f57766aeeb35093797b0f6b233,,,4187,0,1023,0,0,1827,46,,,,,454.27,1023,0,10.31,0.161747,0.08449,44.31137796,0,92.54,36.24,36.24,2,58.17,4,ldkssxwpmemidmecebumciepifcamkci,14.49
81a286c0f899235ac22f8d47486d87f8,fcfeucllkebuploesusiailfleaffdxf,,113805,0,8626,0,0,2922,2558,,,,,10622.85,8626,0,130.3,0.110083,0.093746,40.606701,0,766.47,-2.16,-2.16,1,740.69,8,lxidpiddsbxsbosboudacockeimpuepw,50
81a3f91340e0cb79a6e1c7b04b2a394f,,usilxuppasemubllopkaafesmlibmsdf,1633,17990,319,0,0,1827,1471,,,,,200.94,319,0,15.13,0.165214,0.087961,44.31137796,1,38.79,27.69,27.69,3,16.33,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,15
81a9bf15e42fe68b66a924f921d36eb2,,foosdfpfkusacimwkcsosbicdxkicaua,27181,11647,118,0,1,1491,552,,,,,2650.58,118,0,130.67,0.11286,0.096521,40.606701,1,10.88,15.91,15.91,2,274.47,4,lxidpiddsbxsbosboudacockeimpuepw,20.7
81aa9138e6a884479b297942500d9d7c,sfisfxfcocfpcmckuekokxuseixdaoeu,lmkebamcaaclubfxadlmueccxoimlema,96026,0,16310,0,1,1461,369,,,,,3025.43,4788,0,142.6,0.11691,0.100572,40.606701,0,488.4,40,40,1,358.51,4,ldkssxwpmemidmecebumciepifcamkci,43.648
81ad654c4e6b5a65a55d49b6fb1b9483,apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,579813,0,10880,0,0,1827,1463,,,,,11874.5,0,0,37.59,0.164058,0.086163,44.31137796,0,0,27.14,27.14,1,953.57,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2
81b309d19f2f54e3ee7555fcddeb7e31,,ewpakwlliwisiwduibdlfmalxowmwpci,137406,0,3545,0,0,1827,1469,,,,,3394.05,3545,0,131.77,0.115174,0.098837,40.606701,0,359.02,15.8,15.8,1,365.87,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,17.25
81b61ba564b607962c900a47432a1fab,kwuslieomapmswolewpobpplkaooaaew,,89119,0,12148,0,0,1827,1462,,,,,5637.3,0,0,16.53,0.144631,0,44.31137796,0,0,6.72,6.72,1,460.52,4,ldkssxwpmemidmecebumciepifcamkci,14.5
81b6f73da68d35ee7c0d896400577d0c,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,1938393,0,312684,0,0,1461,1096,525.09,525.09,5598.29,208.32,2413.45,1933,0,16.72,0.115174,0.098837,40.606701,0,208.32,15.33,15.33,1,242.61,3,lxidpiddsbxsbosboudacockeimpuepw,32
81bc2d17afe2e5f54b502ab82a4e0a03,,usilxuppasemubllopkaafesmlibmsdf,8388,0,0,1,0,1827,1462,0,0,1592.58,0,1212.53,0,0,5.37,0.16695,0.089695,44.31137796,0,0,10.08,10.08,1,106.17,4,lxidpiddsbxsbosboudacockeimpuepw,10.392
81bcf202110f76c6752c884588f9a13e,ppwwsldwidxcfoieopwwsxaixpkbaswl,foosdfpfkusacimwkcsosbicdxkicaua,1639,0,150,0,0,2557,2192,,,,,174.24,150,0,131.79,0.115174,0.098837,40.606701,0,15.51,16.16,16.16,1,18.1,6,ldkssxwpmemidmecebumciepifcamkci,18
81bee86d49260f59bb05f70977d02626,ckfxocssowaeipxueikxcmaxdmcduxsa,usilxuppasemubllopkaafesmlibmsdf,17836,0,1858,0,0,1827,382,,,,,1955.08,1858,0,129.96,0.116509,0.101397,40.606701,0,194.15,6.72,6.72,1,247.09,4,lxidpiddsbxsbosboudacockeimpuepw,20
81c0747391ee7f1f14a7db1b2c0bfa85,pkcmeicamloxowfbfleaxcxiucapulee,,137722,0,38566,0,0,4018,8,,,,,12484.12,38566,0,392.76,,,,0,3484.27,-14.96,-14.96,1,668.31,11,ldkssxwpmemidmecebumciepifcamkci,117
81c86670b9492b99cce86575e34b278d,,foosdfpfkusacimwkcsosbicdxkicaua,6038,0,565,0,0,1461,18,,,,,588.88,565,0,129.6,0.114603,0.098261,40.606701,0,53.31,31.64,31.64,1,72.19,4,lxidpiddsbxsbosboudacockeimpuepw,20
81cfd4c2d355808c953fd35d013773e7,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,805718,0,64355,0,0,1461,1103,437.98,437.98,2239.48,363.32,1754.17,3385,0,25.47,0.161454,0.084198,44.31137796,0,363.32,17.22,17.22,1,151.97,4,lxidpiddsbxsbosboudacockeimpuepw,10.39
81d257ed7f881068dccafde7a12d229e,,,1817,0,0,1,0,2192,1828,,,,,273.87,0,0,16.7,0.147506,0,46.30537836,0,0,21.09,21.09,1,28.68,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392
81d479410b1c472be2235cfa32b2b161,kkklcdamwfafdcfwofuscwfwadblfmce,foosdfpfkusacimwkcsosbicdxkicaua,22833,0,2033,0,0,2219,1856,,,,,2299.02,2033,0,132.15,0.1169,0.100015,40.606701,0,201.58,29.4,29.4,1,257.78,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,19.64
81d47fd97b2de6ee431993377a8b0407,xwwsfoileuxkwbcxupadudcfoecmmdda,lmkebamcaaclubfxadlmueccxoimlema,299238,0,15799,0,0,1096,-42310,,,,,5536.73,2013,0,139.76,0.112352,0.097235,40.606701,0,202.23,32.15,32.15,1,458.16,3,ldkssxwpmemidmecebumciepifcamkci,36
81d701eca207a12340af6d503bb02db6,apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,319863,0,45759,0,0,2192,1848,,,,,552.11,172,0,21.14,0.144902,0,44.31137796,0,25.13,16.92,16.92,1,46.64,6,ldkssxwpmemidmecebumciepifcamkci,10.392
81d73b9654bdeff45ba4b0324bb5b8cd,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,324907,0,16634,0,0,1461,1104,0,0,797.26,0,403.77,0,0,16.41,0.138765,0,44.44470996,0,0,0,0,1,20.55,4,lxidpiddsbxsbosboudacockeimpuepw,10.392
81d988f2305793a7d96b08b2d384f633,,,17411,0,812,0,0,2556,21,,,,,639.92,584,0,131.76,0.098925,0.09135,58.99595196,0,48.68,-1.82,-1.82,1,76.98,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,9.9
81e1f49edb361dccd88bce6afa6e3b88,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,1024524,0,89139,0,0,1461,1096,527.83,527.83,2469.78,426.57,1978.34,2948,0,0,0.142819,0,44.31137796,0,426.57,24.52,24.52,1,166.01,4,lxidpiddsbxsbosboudacockeimpuepw,13.2
81e3d867abe2debeef6b99b04457b2d9,,,6963,0,0,1,0,2192,1827,,,,,391.1,0,0,61.65,0.146694,0,44.31137796,0,0,30.98,30.98,1,41.06,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,15
81e5c22195f6ca9876427ee8b3c7e126,,,6504,0,1881,0,0,2557,71,,,,,785.36,1881,0,24.58,0.162327,0.084427,44.31137796,0,230.34,26.04,26.04,1,78.46,6,lxidpiddsbxsbosboudacockeimpuepw,10.392
81f08c82ebcfe84290af87cc17a9a18d,,foosdfpfkusacimwkcsosbicdxkicaua,6499,0,0,1,0,2217,-390,,,,,318.35,0,0,16.1,0.143801,0,44.31137796,0,0,26.04,26.04,1,31.67,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392
81f5284c1efa8916e872da0328f0038d,,foosdfpfkusacimwkcsosbicdxkicaua,10792,0,0,1,0,2675,-109,,,,,1576.62,0,0,5.89,0.161554,0.08291,44.31137796,0,0,3.7,3.7,1,71.32,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856
81f9393877ec9e9238c14331f9d75be3,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,946907,0,99156,0,0,1461,1103,,,,,3349.1,6610,0,14.07,0.162033,0.084138,44.31137796,0,697.74,23.4,23.4,1,339.84,4,lxidpiddsbxsbosboudacockeimpuepw,10.392
81fe8ed75fa8365c9cc41f3e611bd86c,apdekpcbwosbxepsfxclislboipuxpop,,2459585,544031,345010,0,0,2192,1827,,,,,6541.63,10716,0,131.76,0.114481,0.098142,40.606701,1,960.1,6.9,6.9,9,753.59,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,18.43
81feb80cee11de57d733bd468529333a,,foosdfpfkusacimwkcsosbicdxkicaua,5931,15063,0,1,0,2128,-10,,,,,1065.74,0,0,17.24,0.138847,0,44.31137796,1,0,7.32,7.32,4,62.7,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856
81ffa69ab0baf13a6ddc4e64f4ba1050,,foosdfpfkusacimwkcsosbicdxkicaua,13229,0,2278,0,0,2557,52,,,,,521.31,628,0,19.61,0.14612,0,44.31137796,0,92.47,33.12,33.12,1,53.65,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2
82004f6317cb712aec274313f850b237,,,7629,0,726,0,0,4383,4018,,,,,764.59,726,0,131.76,0.115174,0.098837,40.606701,0,69.32,22.31,22.31,1,83.24,12,ldkssxwpmemidmecebumciepifcamkci,16.5
8206b3698a5a6f658b20878f87189fcf,,foosdfpfkusacimwkcsosbicdxkicaua,20815,0,1077,0,0,1827,1462,,,,,3087.01,1077,0,20.08,0.145789,0,44.31137796,0,157.93,6.18,6.18,1,266.63,4,lxidpiddsbxsbosboudacockeimpuepw,13.2
8207b8396c6a4cbb0c0c68a3974ce1b9,,foosdfpfkusacimwkcsosbicdxkicaua,12772,0,899,0,0,1096,35,,,,,1392.21,899,0,154.1,0.11634,0.099998,40.606701,0,93.97,31.59,31.59,1,166.83,3,ldkssxwpmemidmecebumciepifcamkci,22
82326cc887c3b86d30e7215bf872e8a4,,foosdfpfkusacimwkcsosbicdxkicaua,4470,2775,0,1,0,1095,21,,,,,845.25,0,0,17.57,0.195964,0,44.31137796,1,0,0.12,-293.28,3,285.64,3,lxidpiddsbxsbosboudacockeimpuepw,13.2
8237740ba2c4abf1833cb276ecc4b049,bdcmbkmcaussbssoseifimsfkpcuaksk,,5090,0,0,1,0,2557,55,,,,,761.77,0,0,6.89,0.145137,0,44.31137796,0,0,18.72,18.72,1,77.77,7,ldkssxwpmemidmecebumciepifcamkci,11.5
8238fe97f3b407658b512fc54a75792c,usculwxxobpfompufcclxielfiosluce,foosdfpfkusacimwkcsosbicdxkicaua,36446,0,3513,0,0,2191,41,578.43,578.43,5731.86,293.29,3231.54,3513,0,0,0.098925,0.09135,58.99595196,0,293.29,-6.4,-6.4,1,366.13,5,lxidpiddsbxsbosboudacockeimpuepw,31
823a187e5161f7962ee8bea344fe8c69,,,12455,0,3264,0,0,2275,366,,,,,1360.37,3264,0,16.68,0.161743,0.083849,44.31137796,0,354.41,31.2,31.2,1,123.4,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856
823cb1d3832e4e409cc13adbf6ca5bed,bupfiimslwmifcsdllukmaeaxmbasium,usilxuppasemubllopkaafesmlibmsdf,13066,0,3935,0,0,1827,68,477.4,477.4,1548.88,357.72,1058.92,2493,0,18.77,0.141666,0,44.31137796,0,357.72,10.08,10.08,1,86.17,4,lxidpiddsbxsbosboudacockeimpuepw,10.39
8240e4039363a9cdbe813785b0b002b9,esoiiifxdlbkcsluxmfuacbdckommixw,foosdfpfkusacimwkcsosbicdxkicaua,14075,0,990,0,0,1095,-235,,,,,1504.56,990,0,129.61,0.120372,0.103487,40.606701,0,99.73,62.04,62.04,1,166.24,3,lxidpiddsbxsbosboudacockeimpuepw,31.05
824535520c5f01d7a0947d5798da7e16,,,19953,945,0,1,0,2191,-42382,,,,,2026.75,0,0,16.44,0.163291,0.084645,46.55462196,1,0,23.28,23.28,2,184.37,6,ldkssxwpmemidmecebumciepifcamkci,10.35
824e585435a8bdcc9a5e7b407c2d9fbb,plflscsfepabwxekcdlecbilsbxakwsd,foosdfpfkusacimwkcsosbicdxkicaua,3253,0,0,1,0,1461,459,,,,,767.01,0,50,18.47,0.237776,0,44.31137796,0,0,0.12,-333.24,1,-43.02,3,lxidpiddsbxsbosboudacockeimpuepw,15
82549986acf64df6523cd2618c404985,,foosdfpfkusacimwkcsosbicdxkicaua,58007,0,4576,0,0,1461,1096,0,0,1754.96,0,1255.86,0,0,15.29,0.145711,0,44.31137796,0,0,12.82,12.82,1,128.7,3,lxidpiddsbxsbosboudacockeimpuepw,13.2
825e88fc68effd00fe7ddbca8ed1a034,,lmkebamcaaclubfxadlmueccxoimlema,18476,0,0,1,0,1866,65,,,,,2206.63,0,0,17.57,0.164448,0.085803,44.31137796,0,0,6.45,6.45,1,152.52,4,ldkssxwpmemidmecebumciepifcamkci,13.856
8260207becce728abcb5e78de5298133,,,2882597,976731,382647,0,0,2557,2192,,,,,3446.72,6556,0,16.09,0.162033,0.084138,44.31137796,1,741.74,23.4,23.4,2,323.31,6,ldkssxwpmemidmecebumciepifcamkci,10.392
82604f7e6f914c9334da6da5a0939659,,foosdfpfkusacimwkcsosbicdxkicaua,29980,0,2655,0,0,1096,732,,,,,1682.95,2655,0,138.76,0.11286,0.096521,40.606701,1,267.64,15.9,15.9,3,163.98,3,kamkkxfxxuwbdslkwifmmcsiusiuosws,15.001
8264b3e3d983366cda061823d5dabea9,,foosdfpfkusacimwkcsosbicdxkicaua,5767,0,465,0,0,2192,227,169.01,169.01,1796.67,49.63,602.95,465,0,146.26,0.117486,0.100597,40.606701,0,49.63,41.16,41.16,1,72.17,5,lxidpiddsbxsbosboudacockeimpuepw,16.5
826622e947a153c61159759ed74eb5f3,apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,388977,0,39801,0,0,2192,1827,,,,,1394.32,0,0,18.94,0.144902,0,44.31137796,0,0,24.42,24.42,1,120.19,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2
82663713240ede36f6ac0494621d98ff,,ewpakwlliwisiwduibdlfmalxowmwpci,4557,0,0,1,0,2192,46,,,,,1229.59,0,0,0.09,0.160977,0.082331,44.31137796,0,95.14,4.83,4.83,1,69.59,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.35
8275493991a7b8cdee486fa202890dee,iblsspccddfbbaliawkxfiooeiilfuxc,,555690,48985,49844,0,0,2557,21,,,,,312.78,0,0,120.06,0.114667,0.099548,41.2713642,1,0,45.96,45.96,2,38.55,6,ldkssxwpmemidmecebumciepifcamkci,23
8275a41cf5c68f20640368be6b096fae,,lmkebamcaaclubfxadlmueccxoimlema,5704,0,1133,0,0,2240,-48,,,,,842.12,1133,30,14.89,0.228671,0.115789,46.30537836,0,192.65,33.85,33.85,2,37.38,6,lxidpiddsbxsbosboudacockeimpuepw,13.86
8276ea9aaaa4b9a4f5f76d2aed2d8076,,,7627,0,0,1,0,2192,49,,,,,1146.32,0,0,16.64,0.143805,0,44.31137796,0,0,34.68,34.68,1,117.75,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856
8278424369d40a8cb1b8995ec60b67cc,,foosdfpfkusacimwkcsosbicdxkicaua,22197,0,2858,0,0,2192,47,497.44,497.44,3730.16,412.37,3221.1,2858,0,0,0.142996,0,44.31137796,0,412.37,25.92,25.92,1,314.85,5,lxidpiddsbxsbosboudacockeimpuepw,11.5
8278bc8f9c0d86de8290731de8db04bc,,,32429,0,0,1,0,3263,2912,0,0,0,0,0,0,0,0,0.0006,0,0,0,0,20.92,20.92,1,393.02,9,lxidpiddsbxsbosboudacockeimpuepw,13.9
8279f7457b8603415adcfdc99c69fbe3,,,18316,2736,2207,0,1,1558,-320,,,,,1711.85,2207,0,139.74,0.112352,0.097233,40.606701,1,196.6,33,33,2,212.01,4,ldkssxwpmemidmecebumciepifcamkci,22
828051f2c05c7568c059fa38dd99e4e4,ubaiusclasemueafdkuxwdemkfciboow,foosdfpfkusacimwkcsosbicdxkicaua,6,376,0,1,0,1095,733,,,,,0.9,0,0,0,0.146694,0,44.31137796,1,0,37.56,37.56,2,0.13,3,lxidpiddsbxsbosboudacockeimpuepw,15
8286c591e71aa49555ee4ed9f1f432f6,,lmkebamcaaclubfxadlmueccxoimlema,3369,0,0,1,0,1461,710,,,,,358.88,0,0,130.78,0.115174,0.098837,40.606701,0,0,20.43,20.43,1,38.11,4,ldkssxwpmemidmecebumciepifcamkci,15.1
829076714717ba944ae929a846259c0a,alkuukubieaxcobeeowowmokpbilomax,,8561,22314,0,1,0,2557,2193,,,,,1275.52,0,0,16.03,0.144902,0,44.31137796,1,0,14.64,14.64,2,118.56,7,,10.392
8296b0b72e5532aeae910f884432b8e5,,,32162,0,2950,0,1,1827,1462,,,,,1165.6,1030,0,131.93,0.11286,0.096521,40.606701,0,91.94,31.32,31.32,1,143.94,4,ldkssxwpmemidmecebumciepifcamkci,17.321
829f356f3483eda592fa23e72c67df95,,,4399,0,0,1,0,2557,2192,,,,,656.31,0,0,18.35,0.144902,0,44.31137796,0,0,30.98,30.98,1,61.73,7,ldkssxwpmemidmecebumciepifcamkci,15
82a62749926deac31301fa3cf02c714b,,ewpakwlliwisiwduibdlfmalxowmwpci,3754,0,0,1,0,1495,369,,,,,421.99,0,0,9.77,0.165793,0.088539,44.31137796,0,0,14.57,14.57,1,41.01,4,ldkssxwpmemidmecebumciepifcamkci,10.35
82a6a2d9d297e3b68c088e893faa84b0,,,17537,0,2261,0,0,2557,43,,,,,1710.88,2116,0,132.21,0.114604,0.098262,40.606701,1,206.89,21.6,21.6,2,168.53,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,34.5
82a711f16723c629a9c2f59f011232d9,,foosdfpfkusacimwkcsosbicdxkicaua,20472,0,365,0,0,1095,-305,0,0,937.62,0,415.78,0,0,16.01,0.144963,0,44.31137796,0,0,34.68,34.68,1,43.63,3,lxidpiddsbxsbosboudacockeimpuepw,13.856
82a8d07108d6169f997690cd27592fa4,,,4967,25273,842,0,0,2557,2193,,,,,489.53,842,0,132.88,0.11286,0.096521,40.606701,1,82.37,16.86,16.86,2,50.01,6,ldkssxwpmemidmecebumciepifcamkci,15.01
82a92e5f2098121216185295a624a6f3,daobdssbkieoukwxbopxiiospudkopwl,ewpakwlliwisiwduibdlfmalxowmwpci,45880,0,3841,0,0,1376,-279,,,,,1708.2,3841,0,155.32,0.11634,0.099998,40.606701,0,403,69.96,69.96,2,99.88,3,ldkssxwpmemidmecebumciepifcamkci,20
82ae38518fe3e42492d67bde212890ed,apdekpcbwosbxepsfxclislboipuxpop,,1722179,1192414,181187,0,0,2511,2147,,,,,1717.64,1764,0,16.12,0.165022,0.08638,44.31137796,1,189.13,3.84,3.84,2,145.87,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,14.5
82af2c5e1d3891740a1a50a35adcae19,,foosdfpfkusacimwkcsosbicdxkicaua,27773,0,1758,0,0,1461,15,,,,,2878.99,1758,0,128.55,0.11536,0.100243,40.606701,0,173.43,4.02,4.02,1,319.83,3,lxidpiddsbxsbosboudacockeimpuepw,21.04
82b7727404dc2e45dea81abe6c26952d,,foosdfpfkusacimwkcsosbicdxkicaua,5389,0,0,1,0,1461,1096,0,0,1200.97,0,809.96,0,0,16.85,0.146694,0,44.31137796,0,0,21.48,21.48,1,82.79,4,lxidpiddsbxsbosboudacockeimpuepw,10.392
82c01084937ed8a36f8cefb9daf84da4,,,14413,0,894,0,1,2191,1834,269.97,269.97,3009.1,76.07,1226.6,894,0,151.28,0.102772,0.093731,58.99595196,0,76.07,0,0,1,166.85,6,lxidpiddsbxsbosboudacockeimpuepw,20
82c40fc8730485580fb159da7376fb5c,akifpcasepewecemeiapksusfxomwwbc,,31773,326810,2767,0,1,2557,58,,,,,726.02,966,0,18.27,0.144038,0,45.80687796,1,140.4,37.56,37.56,2,71.05,6,lxidpiddsbxsbosboudacockeimpuepw,15
82c5fb1739e739b22a304cf45bdaef04,ckfxocssowaeipxueikxcmaxdmcduxsa,foosdfpfkusacimwkcsosbicdxkicaua,21470,19346,1677,0,1,1826,1462,452.11,452.11,5257.89,155.26,1944.88,1547,0,145.22,0.120372,0.103487,40.606701,1,155.26,74.88,74.88,2,230.38,5,lxidpiddsbxsbosboudacockeimpuepw,50
82cb774ca647b560e9f0663a4ec81cdb,amfioduwmscbccofekcfcxpxokiiadpx,foosdfpfkusacimwkcsosbicdxkicaua,397503,0,37383,0,0,1617,712,4815.22,4815.22,52558.9,3384.28,38203.25,36275,0,143.63,0.111694,0.094808,40.606701,0,3384.28,-9.44,-9.44,1,2154.58,4,lxidpiddsbxsbosboudacockeimpuepw,220
82d4e153d1fd2aa75ed05f8c97056051,,foosdfpfkusacimwkcsosbicdxkicaua,22903,0,2536,0,0,1461,664,,,,,583.86,0,0,16.27,0.145711,0,44.31137796,0,0,16.44,16.44,1,58.72,3,lxidpiddsbxsbosboudacockeimpuepw,13.856
82d5c4e7b85f7ba4bdeb32be63b8758c,,foosdfpfkusacimwkcsosbicdxkicaua,17337,0,3290,0,0,1827,69,,,,,2529.95,3290,0,18.62,0.142322,0,44.31137796,0,470.74,6.36,6.36,1,184.21,4,lxidpiddsbxsbosboudacockeimpuepw,13.7
82d8e6c356fa8123b93b185b706b870b,,,4686,3490,311,0,1,2908,2543,,,,,294.38,311,0,135.73,0.102772,0.093731,58.99595196,1,26.3,0,0,2,43.28,7,ldkssxwpmemidmecebumciepifcamkci,6.9
82d8f802eebad412019959afd98e23c9,,lmkebamcaaclubfxadlmueccxoimlema,43242,391330,7998,0,1,1827,305,,,,,4417.72,7998,0,156.88,0.115174,0.098837,40.606701,1,792.42,52.44,52.44,2,487.82,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,35
82de487f61d2a33de9de116878cfcdca,apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,3329244,867921,509826,0,0,2192,1827,,,,,1920.97,2561,0,18,0.144631,0,44.31137796,1,374.16,8.8,8.8,2,160.56,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2
82e2271947ec0ca456a298e2fa38725b,ompkmxdpkeikxipsowcmceceluupfwde,ewpakwlliwisiwduibdlfmalxowmwpci,18578,0,1926,0,0,1826,28,,,,,1777.25,1926,0,131.76,0.114088,0.098969,40.606701,0,175.5,11.04,11.04,1,232.14,4,ldkssxwpmemidmecebumciepifcamkci,33
